LHCb Collaborations,2017,Measurement of the $B^0 \to D^{*-} \tau^+ \nu_{\tau}$ branching fraction using three-prong $\tau$ decays,"Phys. Rev. D 97, 072013",https://cds.cern.ch/record/2292296
LHCb Collaborations,2017,"Measurements of the branching fractions of $\Lambda_{c}^{+} \rightarrow p \pi^{-} \pi^{+}$, $\Lambda_{c}^{+} \rightarrow p K^{-} K^{+}$, and $\Lambda_{c}^{+} \rightarrow p \pi^{-} K^{+}$",JHEP 03 (2018) 043,https://cds.cern.ch/record/2291553
LHCb Collaborations,2017,Measurement of the $B^{\pm}$ production cross-section in pp collisions at $\sqrt{s} =$ 7 and 13 TeV,JHEP 12 (2017) 026,https://cds.cern.ch/record/2289591
LHCb Collaborations,2017,Search for the lepton-flavour violating decays $B^0_{(s)} \rightarrow e^\pm \mu^\mp$,JHEP 03 (2018) 078,https://cds.cern.ch/record/2288393
LHCb Collaborations,2017,Search for dark photons produced in 13 TeV $pp$ collisions,Phys. Rev. Lett. 120 (2018) 061801,https://cds.cern.ch/record/2287638
LHCb Collaborations,2017,Measurement of $CP$ observables in $B^{\pm} \rightarrow D K^{*\pm}$ decays using two- and four-body $D$ final states,"JHEP 11 (2017) 156, JHEP 05 (2018) 067",https://cds.cern.ch/record/2284746
LHCb Collaborations,2017,"Precise measurement of the $\chi_{c1}$ and $\chi_{c2}$ resonance parameters with the decays $\chi_{c1,c2}\to J/\psi\mu^+\mu^-$",Phys. Rev. Lett. 119 (2017) 221801,https://cds.cern.ch/record/2284371
LHCb Collaborations,2017,Measurement of $CP$ violation in $B^0\rightarrow J/\psi K^0_\mathrm{S}$ and $B^0\rightarrow\psi(2S) K^0_\mathrm{S}$ decays,JHEP 11 (2017) 170,https://cds.cern.ch/record/2284162
LHCb Collaborations,2017,First observation of forward $Z \rightarrow b \bar{b}$ production in $pp$ collisions at $\sqrt{s}=8$Â TeV,Phys. Lett. B776 (2018) 430,https://cds.cern.ch/record/2283186
LHCb Collaborations,2017,Measurement of the shape of the $\Lambda_b^0\to\Lambda_c^+ \mu^- \overline{\nu}_{\mu}$ differential decay rate,Phys. Rev. D96 (2017) 112005,https://cds.cern.ch/record/2282768
LHCb Collaborations,2017,Bose-Einstein correlations of same-sign charged pions in the forward region in $pp$ collisions at $\sqrt{s}$ = 7 TeV,JHEP 12 (2017) 025,https://cds.cern.ch/record/2282719
LHCb Collaborations,2017,Measurement of the $\Upsilon$ polarizations in $pp$ collisions at $\sqrt{s}$=7 and 8TeV,JHEP 12 (2017) 110,https://cds.cern.ch/record/2282417
LHCb Collaborations,2017,First observation of the rare purely baryonic decay $B^0 \to p \bar{p}$,Phys. Rev. Lett. 119 (2017) 232001,https://cds.cern.ch/record/2282718
